"Date","Time, GMT+10:00","Rain, mm (SEN S/N: 668163)","Temp, ¡C (SEN S/N: 684635)","Temp, ¡C (SEN S/N: 684636)","Temp, ¡C (SEN S/N: 684637)","Temp, ¡C (SEN S/N: 684638)","Temp, ¡C (SEN S/N: 699195)","RH, % (SEN S/N: 699195)","DewPt, ¡C (SEN S/N: 699195)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 707051)","Gust Speed, m/s (SEN S/N: 707051)","Wind Direction, ¿ (SEN S/N: 707051)"
07-06-2004,11:39:04,,1.044,1.344,0.687,-0.116,2.46,100.00,2.5,736.2,11.32,13.92,193.7
07-06-2004,13:39:04,0.00,1.099,1.371,0.715,0.079,2.89,100.00,2.9,558.7,3.15,14.47,202.2
07-06-2004,15:39:04,0.00,1.071,1.371,0.687,0.605,3.31,100.00,3.3,328.7,0.19,9.83,205.0
07-06-2004,17:39:04,0.00,1.044,1.371,0.687,-0.032,2.03,100.00,2.0,76.2,1.48,9.83,202.2
07-06-2004,19:39:04,0.00,1.044,1.344,0.687,-0.060,2.46,100.00,2.5,1.2,1.86,9.65,203.6
07-06-2004,21:39:04,0.00,1.044,1.317,0.687,-0.060,2.89,100.00,2.9,1.2,3.15,11.32,200.8
07-06-2004,23:39:04,0.00,1.044,1.317,0.687,-0.060,2.89,100.00,2.9,1.2,2.60,12.43,203.6
08-06-2004,01:39:04,0.00,1.044,1.317,0.687,0.163,2.89,100.00,2.9,1.2,1.86,10.20,207.8
08-06-2004,03:39:04,0.00,1.044,1.317,0.715,0.356,3.31,100.00,3.3,1.2,1.11,10.02,209.2
08-06-2004,05:39:04,0.00,1.044,1.317,0.715,0.660,3.74,100.00,3.7,1.2,4.64,8.35,212.0
08-06-2004,07:39:04,0.00,1.044,1.317,0.715,0.825,3.31,100.00,3.3,1.2,4.08,8.72,203.6
08-06-2004,09:39:04,0.00,1.071,1.344,0.742,1.344,4.15,100.00,4.2,106.2,3.90,7.24,207.8
08-06-2004,11:39:04,0.00,1.099,1.344,0.825,4.194,4.99,100.00,5.0,458.7,4.08,8.72,209.2
08-06-2004,13:39:04,0.00,1.208,1.371,1.044,5.668,4.99,100.00,5.0,371.2,4.45,8.72,200.8
08-06-2004,15:39:04,0.00,1.425,1.480,1.480,5.257,4.99,100.00,5.0,171.2,4.82,8.72,196.5
08-06-2004,17:39:04,0.00,1.724,1.643,1.940,3.801,4.57,100.00,4.6,26.2,0.37,10.02,206.4
08-06-2004,19:39:04,0.00,1.994,1.805,2.209,3.380,4.15,100.00,4.2,1.2,2.04,12.99,206.4
08-06-2004,21:39:04,0.00,2.155,1.967,2.370,2.664,4.15,100.00,4.2,1.2,4.08,13.73,206.4
08-06-2004,23:39:04,0.00,2.262,2.074,2.450,2.877,4.57,100.00,4.6,1.2,1.11,12.43,202.2
09-06-2004,01:39:04,0.00,2.343,2.155,2.530,3.538,4.57,100.00,4.6,1.2,2.97,14.29,196.5
09-06-2004,03:39:04,0.00,2.423,2.236,2.637,3.749,4.57,100.00,4.6,1.2,0.37,20.22,198.0
09-06-2004,05:39:04,0.00,2.530,2.316,2.770,3.775,4.57,100.00,4.6,1.2,3.71,17.44,193.7
09-06-2004,07:39:04,0.00,2.637,2.396,2.877,3.880,4.57,100.00,4.6,1.2,3.90,17.63,198.0
09-06-2004,09:39:04,0.25,2.717,2.477,2.983,4.584,4.99,100.00,5.0,63.7,0.37,19.11,205.0
09-06-2004,11:39:04,0.25,2.823,2.557,3.142,5.539,4.99,100.00,5.0,178.7,1.67,18.92,189.5
09-06-2004,13:39:04,0.00,2.956,2.637,3.354,6.204,4.99,100.00,5.0,233.7,1.67,22.26,189.5
09-06-2004,15:39:04,0.00,3.116,2.744,3.538,5.411,4.99,100.00,5.0,93.7,3.90,18.00,205.0
09-06-2004,17:39:04,0.00,3.248,2.850,3.617,4.688,4.99,100.00,5.0,8.7,0.37,17.81,213.4
09-06-2004,19:39:04,3.30,3.327,2.956,3.643,4.480,4.99,100.00,5.0,1.2,0.00,17.63,214.8
09-06-2004,21:39:04,3.05,3.406,3.036,3.696,4.584,4.99,100.00,5.0,1.2,1.11,21.71,219.0
09-06-2004,23:39:04,12.70,3.485,3.116,3.775,3.722,3.31,100.00,3.3,1.2,5.01,20.97,206.4
10-06-2004,01:39:04,9.91,3.538,3.221,3.696,3.512,2.46,100.00,2.5,1.2,3.15,14.84,193.7
10-06-2004,03:39:04,1.27,3.512,3.274,3.591,2.717,2.89,100.00,2.9,1.2,1.86,12.43,175.5
10-06-2004,05:39:04,0.00,3.459,3.274,3.433,2.664,2.46,100.00,2.5,1.2,2.04,11.69,179.7
10-06-2004,07:39:04,0.51,3.380,3.248,3.327,2.690,2.03,100.00,2.0,1.2,4.82,9.46,158.6
10-06-2004,09:39:04,0.00,3.327,3.221,3.274,3.354,2.46,100.00,2.5,263.7,2.23,5.94,141.8
10-06-2004,11:39:04,0.00,3.301,3.195,3.433,5.334,4.15,100.00,4.2,761.2,2.97,6.31,108.1
10-06-2004,13:39:04,0.00,3.512,3.221,4.089,4.921,4.57,95.75,4.0,926.2,2.23,5.20,67.4
10-06-2004,15:39:04,0.00,3.906,3.327,4.740,4.818,3.31,100.00,3.3,316.2,1.86,4.82,81.4
10-06-2004,17:39:04,0.00,4.141,3.512,4.766,3.036,1.17,100.00,1.2,98.7,2.23,4.64,14.0
10-06-2004,19:39:04,0.00,4.141,3.617,4.350,0.495,0.29,100.00,0.3,1.2,2.78,5.01,18.3
10-06-2004,21:39:04,0.00,3.932,3.643,3.827,0.715,-0.61,100.00,-0.6,1.2,2.78,5.20,33.7
10-06-2004,23:39:04,0.00,3.670,3.564,3.433,0.687,-1.51,100.00,-1.5,1.2,2.04,4.64,36.5
11-06-2004,01:39:04,0.00,3.459,3.485,3.142,0.051,-1.97,100.00,-2.0,1.2,1.30,3.15,30.9
11-06-2004,03:39:04,0.00,3.274,3.380,2.877,-0.367,-3.37,100.00,-3.4,1.2,0.00,0.00,338.3
11-06-2004,05:39:04,0.00,3.063,3.274,2.584,-0.423,-2.90,100.00,-2.9,1.2,0.00,1.30,26.7
11-06-2004,07:39:04,0.00,2.877,3.142,2.370,-0.367,-3.37,100.00,-3.4,3.7,0.37,1.48,19.7
11-06-2004,09:39:04,0.00,2.717,3.036,2.209,-0.311,-1.06,100.00,-1.1,353.7,0.56,2.23,5.6
11-06-2004,11:39:04,0.00,2.610,2.930,2.128,-0.143,-0.16,100.00,-0.2,911.2,2.60,5.01,346.8
11-06-2004,13:39:04,0.00,2.557,2.823,2.396,-0.060,2.46,86.75,0.5,1018.7,1.86,5.01,346.8
11-06-2004,15:39:04,0.00,2.744,2.770,3.063,0.024,0.73,100.00,0.7,621.2,2.23,4.45,344.0
11-06-2004,17:39:04,0.00,3.009,2.823,3.327,-0.199,-1.06,100.00,-1.1,61.2,2.04,4.45,334.1
11-06-2004,19:39:04,0.00,3.009,2.903,2.983,-0.339,-1.51,100.00,-1.5,1.2,1.11,3.53,320.1
11-06-2004,21:39:04,0.00,2.877,2.903,2.637,-0.283,-3.85,100.00,-3.9,1.2,1.30,2.97,252.7
11-06-2004,23:39:04,0.00,2.744,2.850,2.396,-0.930,-0.61,100.00,-0.6,1.2,4.64,9.09,216.2
12-06-2004,01:39:04,0.00,2.610,2.797,2.182,-1.128,-1.06,100.00,-1.1,1.2,2.60,11.87,226.0
12-06-2004,03:39:04,0.00,2.477,2.717,2.021,-1.071,-1.06,100.00,-1.1,1.2,1.48,10.58,231.6
12-06-2004,05:39:04,0.00,2.370,2.637,1.913,-1.185,-1.06,100.00,-1.1,1.2,2.97,14.29,214.8
12-06-2004,07:39:04,0.00,2.262,2.557,1.805,-0.789,-1.06,100.00,-1.1,1.2,0.37,9.83,206.4
12-06-2004,09:39:04,0.00,2.182,2.503,1.724,-0.704,-0.16,100.00,-0.2,271.2,2.97,12.99,202.2
12-06-2004,11:39:04,0.00,2.101,2.423,1.643,-0.143,0.29,100.00,0.3,626.2,1.11,10.95,200.8
12-06-2004,13:39:04,0.00,2.047,2.370,1.615,0.190,0.73,100.00,0.7,631.2,4.64,8.72,198.0
12-06-2004,15:39:04,0.00,2.047,2.316,1.778,0.715,-0.16,100.00,-0.2,293.7,4.45,7.98,212.0
12-06-2004,17:39:04,0.00,2.101,2.289,1.913,-0.060,-0.61,100.00,-0.6,63.7,0.56,8.35,220.4
12-06-2004,19:39:04,0.00,2.101,2.289,1.859,-0.116,-0.61,100.00,-0.6,1.2,0.74,12.99,220.4
12-06-2004,21:39:04,0.00,2.074,2.289,1.778,-0.143,0.29,100.00,0.3,1.2,4.45,14.10,200.8
12-06-2004,23:39:04,0.00,2.047,2.262,1.724,-0.060,0.29,100.00,0.3,1.2,2.41,12.80,200.8
13-06-2004,01:39:04,0.00,2.021,2.236,1.697,-0.060,0.29,100.00,0.3,1.2,3.71,15.40,193.7
13-06-2004,03:39:04,0.00,1.994,2.236,1.697,-0.032,0.29,100.00,0.3,1.2,4.82,17.63,202.2
13-06-2004,05:39:04,0.00,1.967,2.209,1.697,-0.004,0.29,100.00,0.3,1.2,1.48,19.85,202.2
13-06-2004,07:39:04,0.00,1.967,2.182,1.697,0.107,0.73,100.00,0.7,1.2,2.60,20.22,199.4
13-06-2004,09:39:04,0.00,1.967,2.182,1.724,0.934,1.17,100.00,1.2,33.7,2.23,19.67,205.0
13-06-2004,11:39:04,0.00,1.994,2.182,1.805,2.074,1.60,100.00,1.6,88.7,2.23,24.86,209.2
13-06-2004,13:39:04,0.00,2.047,2.182,1.913,2.316,2.03,100.00,2.0,68.7,2.97,22.45,202.2
13-06-2004,15:39:04,9.40,2.128,2.209,2.047,2.101,2.03,100.00,2.0,36.2,2.78,25.05,210.6
13-06-2004,17:39:04,13.21,2.155,2.236,1.967,1.588,2.46,100.00,2.5,6.2,1.30,23.19,209.2
13-06-2004,19:39:04,4.83,2.074,2.209,1.886,2.370,3.31,100.00,3.3,1.2,2.04,21.89,192.3
13-06-2004,21:39:04,0.51,2.101,2.182,2.047,2.101,2.03,100.00,2.0,1.2,3.90,23.56,190.9
13-06-2004,23:39:04,0.51,2.182,2.209,2.128,1.967,2.03,100.00,2.0,1.2,2.04,21.89,190.9
14-06-2004,01:39:04,8.89,2.209,2.236,2.128,1.208,1.60,100.00,1.6,1.2,0.19,19.48,183.9
14-06-2004,03:39:04,0.76,2.182,2.262,1.994,0.301,1.60,100.00,1.6,1.2,1.11,20.78,189.5
14-06-2004,05:39:04,1.52,2.128,2.236,1.859,0.577,1.60,100.00,1.6,1.2,5.01,16.70,189.5
14-06-2004,07:39:04,9.15,2.047,2.209,1.778,0.163,1.17,100.00,1.2,1.2,2.97,16.88,199.4
14-06-2004,09:39:04,9.91,1.967,2.155,1.670,0.051,1.17,100.00,1.2,61.2,4.82,23.75,200.8
14-06-2004,11:39:04,6.86,1.859,2.074,1.588,0.051,1.17,100.00,1.2,118.7,1.30,24.12,209.2
14-06-2004,13:39:04,10.16,1.805,2.021,1.534,0.024,1.17,100.00,1.2,111.2,2.78,35.44,202.2
14-06-2004,15:39:04,6.10,1.724,1.940,1.453,-0.004,-0.16,100.00,-0.2,56.2,3.90,30.06,230.2
14-06-2004,17:39:04,0.00,1.670,1.859,1.398,0.051,-1.06,100.00,-1.1,26.2,2.41,25.23,223.2
14-06-2004,19:39:04,0.00,1.615,1.805,1.344,0.079,-2.90,100.00,-2.9,1.2,1.86,22.64,219.0
14-06-2004,21:39:04,0.00,1.588,1.778,1.317,0.163,-3.37,100.00,-3.4,1.2,0.19,19.11,220.4
14-06-2004,23:39:04,0.00,1.561,1.751,1.289,0.218,-2.44,100.00,-2.4,1.2,0.74,19.85,220.4
15-06-2004,01:39:04,0.00,1.534,1.751,1.235,0.218,-1.97,100.00,-2.0,1.2,1.11,20.22,234.5
15-06-2004,03:39:04,0.00,1.507,1.724,1.208,0.246,-2.44,100.00,-2.4,1.2,1.11,17.44,231.6
15-06-2004,05:39:04,0.00,1.507,1.724,1.208,0.273,-2.44,100.00,-2.4,1.2,3.53,22.82,228.8
15-06-2004,07:39:04,0.00,1.480,1.697,1.180,0.135,-2.44,100.00,-2.4,3.7,3.34,22.26,228.8
15-06-2004,09:39:04,0.00,1.480,1.697,1.153,0.107,-1.97,100.00,-2.0,208.7,5.01,15.96,237.3
15-06-2004,11:39:04,0.00,1.453,1.670,1.153,0.218,-1.51,100.00,-1.5,478.7,2.97,12.62,244.3
15-06-2004,13:39:04,0.00,1.453,1.670,1.126,0.273,-1.06,100.00,-1.1,516.2,1.11,9.46,252.7
15-06-2004,15:39:04,0.00,1.425,1.643,1.126,0.329,-1.06,100.00,-1.1,296.2,2.23,8.35,237.3
15-06-2004,17:39:04,0.00,1.425,1.643,1.126,0.329,-1.06,100.00,-1.1,48.7,3.71,10.39,226.0
15-06-2004,19:39:04,0.00,1.425,1.643,1.126,0.356,-1.06,100.00,-1.1,1.2,1.11,12.62,202.2
15-06-2004,21:39:04,0.00,1.425,1.643,1.126,0.384,-1.51,100.00,-1.5,1.2,2.41,14.84,198.0
15-06-2004,23:39:04,0.00,1.425,1.643,1.126,0.412,-1.51,100.00,-1.5,1.2,1.48,11.50,193.7
16-06-2004,01:39:04,0.00,1.425,1.643,1.126,0.412,-1.97,100.00,-2.0,1.2,0.19,9.46,199.4
16-06-2004,03:39:04,0.00,1.425,1.643,1.153,0.439,-2.44,100.00,-2.4,1.2,2.23,5.20,216.2
16-06-2004,05:39:04,0.00,1.425,1.643,1.153,0.439,-2.90,100.00,-2.9,1.2,1.11,4.08,189.5
16-06-2004,07:39:04,0.00,1.425,1.643,1.153,0.439,-3.85,100.00,-3.9,3.7,0.56,3.34,158.6
16-06-2004,09:39:04,0.00,1.425,1.643,1.153,0.439,-2.44,100.00,-2.4,298.7,0.56,3.71,157.2
16-06-2004,11:39:04,3.30,1.425,1.615,1.126,0.439,-1.51,100.00,-1.5,856.2,2.04,4.27,154.4
16-06-2004,13:39:04,2.54,1.425,1.615,1.126,0.467,-0.61,100.00,-0.6,1048.7,2.41,5.01,110.9
16-06-2004,15:39:04,0.00,1.425,1.615,1.126,0.467,-1.06,100.00,-1.1,653.7,3.71,6.68,73.0
16-06-2004,17:39:04,0.00,1.425,1.615,1.126,0.467,-2.44,100.00,-2.4,93.7,1.30,5.94,95.5
16-06-2004,19:39:04,0.00,1.398,1.615,1.126,0.467,-1.51,100.00,-1.5,1.2,0.00,0.00,81.4
16-06-2004,21:39:04,0.00,1.398,1.615,1.126,0.495,-1.51,100.00,-1.5,1.2,0.00,0.00,70.2
16-06-2004,23:39:04,0.00,1.425,1.615,1.126,0.495,-1.51,100.00,-1.5,1.2,0.00,0.00,68.8
17-06-2004,01:39:04,0.00,1.425,1.615,1.126,0.495,-1.06,100.00,-1.1,1.2,0.00,0.00,75.8
17-06-2004,03:39:04,0.00,1.425,1.615,1.126,0.495,-1.51,100.00,-1.5,1.2,0.00,0.00,70.2
17-06-2004,05:39:04,0.00,1.425,1.615,1.153,0.522,-2.90,100.00,-2.9,1.2,0.00,0.00,77.2
17-06-2004,07:39:04,0.00,1.425,1.615,1.153,0.550,-4.33,100.00,-4.3,3.7,0.00,0.00,102.5
17-06-2004,09:39:04,0.00,1.425,1.615,1.153,0.550,-1.06,100.00,-1.1,413.7,0.00,0.00,119.3
17-06-2004,11:39:04,0.00,1.398,1.588,1.153,0.467,0.29,100.00,0.3,901.2,1.11,4.08,230.2
17-06-2004,13:39:04,0.00,1.398,1.588,1.126,0.467,0.29,100.00,0.3,1018.7,4.64,7.98,221.8
17-06-2004,15:39:04,0.00,1.398,1.588,1.126,0.522,-1.06,100.00,-1.1,486.2,0.19,8.53,241.5
17-06-2004,17:39:04,0.00,1.371,1.588,1.099,0.522,-1.97,100.00,-2.0,61.2,2.60,12.80,240.1
17-06-2004,19:39:04,0.00,1.371,1.588,1.099,0.522,-2.90,100.00,-2.9,1.2,0.19,17.81,237.3
17-06-2004,21:39:04,0.00,1.371,1.588,1.099,0.467,-3.37,100.00,-3.4,1.2,1.30,16.88,240.1
17-06-2004,23:39:04,0.00,1.371,1.588,1.099,0.301,-3.37,100.00,-3.4,1.2,2.23,18.18,240.1
18-06-2004,01:39:04,0.00,1.371,1.588,1.071,0.190,-3.37,100.00,-3.4,1.2,1.67,17.25,241.5
18-06-2004,03:39:04,0.00,1.371,1.561,1.071,0.218,-4.33,100.00,-4.3,1.2,2.04,18.74,248.5
18-06-2004,05:39:04,0.00,1.344,1.561,1.044,0.218,-3.85,100.00,-3.9,1.2,1.30,20.59,249.9
18-06-2004,07:39:04,0.00,1.344,1.561,1.044,0.246,-3.85,100.00,-3.9,1.2,5.01,14.66,255.5
18-06-2004,09:39:04,0.00,1.344,1.561,1.044,0.273,-3.37,100.00,-3.4,188.7,0.19,17.63,249.9
18-06-2004,11:39:04,0.00,1.317,1.534,1.017,0.329,-1.51,100.00,-1.5,563.7,2.04,19.30,244.3
18-06-2004,13:39:04,0.00,1.317,1.534,1.017,0.412,-1.06,100.00,-1.1,618.7,2.04,19.30,228.8
18-06-2004,15:39:04,0.00,1.317,1.534,1.017,0.467,-1.51,100.00,-1.5,386.2,2.04,19.11,228.8
18-06-2004,17:39:04,0.00,1.317,1.507,1.017,0.467,-1.06,100.00,-1.1,53.7,0.93,18.55,233.1
18-06-2004,19:39:04,0.00,1.289,1.507,1.017,0.467,-1.06,100.00,-1.1,1.2,4.64,17.44,248.5
18-06-2004,21:39:04,0.00,1.289,1.507,1.017,0.467,-0.61,100.00,-0.6,1.2,3.90,17.63,241.5
18-06-2004,23:39:04,0.00,1.289,1.507,1.017,0.467,-1.06,100.00,-1.1,1.2,0.00,21.15,230.2
19-06-2004,01:39:04,0.00,1.289,1.507,1.017,0.495,-1.06,100.00,-1.1,1.2,0.56,19.67,224.6
19-06-2004,03:39:04,0.00,1.289,1.507,1.017,0.495,-0.61,100.00,-0.6,1.2,0.74,24.31,237.3
19-06-2004,05:39:04,0.00,1.289,1.507,1.044,0.495,-1.06,100.00,-1.1,1.2,4.45,20.22,228.8
19-06-2004,07:39:04,0.00,1.289,1.507,1.044,0.495,-3.85,100.00,-3.9,1.2,5.01,18.37,210.6
19-06-2004,09:39:04,0.00,1.289,1.480,1.044,0.495,-3.85,100.00,-3.9,228.7,4.45,17.63,199.4
19-06-2004,11:39:04,0.00,1.289,1.480,1.044,0.495,-4.33,100.00,-4.3,556.2,0.19,18.18,219.0
19-06-2004,13:39:04,0.00,1.317,1.480,1.044,0.522,-3.85,100.00,-3.9,621.2,0.37,18.92,220.4
19-06-2004,15:39:04,0.00,1.317,1.480,1.044,0.522,-3.37,100.00,-3.4,306.2,1.67,20.59,224.6
19-06-2004,17:39:04,0.00,1.317,1.507,1.044,0.522,-3.37,100.00,-3.4,41.2,5.01,21.89,207.8
19-06-2004,19:39:04,0.00,1.317,1.507,1.044,0.550,-3.85,100.00,-3.9,1.2,2.78,12.99,178.3
19-06-2004,21:39:04,0.00,1.317,1.507,1.044,0.550,-3.85,100.00,-3.9,1.2,1.67,12.06,192.3
19-06-2004,23:39:04,0.00,1.317,1.507,1.071,0.550,-4.33,100.00,-4.3,1.2,1.86,11.50,196.5
20-06-2004,01:39:04,0.00,1.317,1.507,1.071,0.550,-4.82,100.00,-4.8,1.2,2.23,12.99,171.3
20-06-2004,03:39:04,0.00,1.317,1.507,1.071,0.550,-5.31,100.00,-5.3,1.2,1.30,12.06,160.0
20-06-2004,05:39:04,0.00,1.317,1.507,1.071,0.550,-4.82,100.00,-4.8,1.2,4.27,10.58,150.2
20-06-2004,07:39:04,0.00,1.317,1.507,1.044,0.550,-3.85,100.00,-3.9,3.7,1.11,11.87,150.2
20-06-2004,09:39:04,0.00,1.317,1.507,1.044,0.550,-2.90,100.00,-2.9,298.7,0.93,11.50,155.8
20-06-2004,11:39:04,0.00,1.317,1.507,1.044,0.577,-1.97,100.00,-2.0,891.2,2.04,13.73,160.0
20-06-2004,13:39:04,1.27,1.317,1.507,1.044,0.577,-1.51,100.00,-1.5,936.2,2.60,14.47,175.5
20-06-2004,15:39:04,0.51,1.317,1.507,1.044,0.577,-1.06,100.00,-1.1,513.7,3.90,14.84,188.1
20-06-2004,17:39:04,0.00,1.317,1.507,1.044,0.577,-1.51,100.00,-1.5,68.7,2.41,12.99,207.8
20-06-2004,19:39:04,0.00,1.317,1.507,1.044,0.550,-0.61,100.00,-0.6,1.2,2.78,15.59,219.0
20-06-2004,21:39:04,0.00,1.317,1.507,1.044,0.577,0.29,100.00,0.3,1.2,4.27,15.21,206.4
20-06-2004,23:39:04,0.00,1.317,1.507,1.044,0.577,0.29,100.00,0.3,1.2,2.60,14.10,205.0
21-06-2004,01:39:04,0.00,1.317,1.480,1.044,0.577,-0.16,100.00,-0.2,1.2,1.30,13.92,210.6
21-06-2004,03:39:04,0.00,1.317,1.507,1.071,0.577,-1.06,100.00,-1.1,1.2,0.56,7.24,221.8
21-06-2004,05:39:04,0.00,1.317,1.507,1.071,0.577,-1.51,100.00,-1.5,1.2,1.67,6.12,196.5
21-06-2004,07:39:04,0.00,1.317,1.507,1.071,0.577,-2.44,100.00,-2.4,3.7,4.45,10.20,176.9
21-06-2004,09:39:04,0.25,1.317,1.507,1.071,0.577,-0.16,100.00,-0.2,398.7,2.41,6.49,190.9
21-06-2004,11:39:04,1.78,1.317,1.480,1.071,0.605,1.17,100.00,1.2,893.7,2.78,5.75,169.9
21-06-2004,13:39:04,0.00,1.317,1.507,1.071,0.605,2.46,100.00,2.5,1048.7,2.97,5.01,186.7
21-06-2004,15:39:04,0.00,1.317,1.507,1.071,0.605,1.60,100.00,1.6,726.2,2.41,4.45,198.0
21-06-2004,17:39:04,0.00,1.317,1.507,1.071,0.605,-1.51,100.00,-1.5,128.7,0.56,3.53,249.9
21-06-2004,19:39:04,0.00,1.317,1.507,1.071,0.605,-0.16,100.00,-0.2,1.2,0.56,2.60,320.1
21-06-2004,21:39:04,0.00,1.317,1.507,1.099,0.605,1.60,98.25,1.4,1.2,0.37,1.48,313.1
21-06-2004,23:39:04,0.00,1.317,1.507,1.099,0.605,2.03,99.25,1.9,1.2,0.19,1.30,283.6
22-06-2004,01:39:04,0.00,1.317,1.507,1.071,0.577,1.60,96.25,1.1,1.2,0.19,1.48,248.5
22-06-2004,03:39:04,0.00,1.317,1.507,1.071,0.495,2.89,80.75,-0.1,1.2,0.93,3.71,234.5
22-06-2004,05:39:04,0.00,1.317,1.507,1.044,0.467,2.89,55.25,-5.2,1.2,2.78,5.20,219.0
22-06-2004,07:39:04,0.00,1.317,1.507,1.044,0.439,2.03,57.75,-5.4,3.7,1.86,5.01,256.9
22-06-2004,09:39:04,0.00,1.317,1.480,1.017,0.439,4.99,47.75,-5.2,373.7,4.27,6.86,241.5
22-06-2004,11:39:04,0.00,1.289,1.480,1.017,0.467,5.40,46.75,-5.1,933.7,4.82,8.35,231.6
22-06-2004,13:39:04,0.00,1.262,1.480,0.989,0.522,4.99,46.25,-5.6,1048.7,1.30,10.20,212.0
22-06-2004,15:39:04,0.00,1.262,1.480,0.989,0.550,1.60,75.75,-2.2,718.7,0.19,9.09,224.6
22-06-2004,17:39:04,0.00,1.262,1.480,0.989,0.577,3.74,52.25,-5.1,96.2,0.37,7.98,223.2
22-06-2004,19:39:04,0.00,1.262,1.453,0.989,0.577,4.15,50.25,-5.3,1.2,4.82,7.98,216.2
22-06-2004,21:39:04,0.00,1.262,1.453,0.989,0.577,4.57,37.25,-8.8,1.2,4.08,7.98,228.8
22-06-2004,23:39:04,0.00,1.262,1.453,0.989,0.577,4.15,32.25,-11.0,1.2,0.00,9.28,209.2
23-06-2004,01:39:04,0.00,1.262,1.453,1.017,0.577,3.74,45.25,-7.0,1.2,4.82,7.42,233.1
23-06-2004,03:39:04,0.00,1.262,1.453,0.989,0.577,2.89,50.25,-6.4,1.2,4.82,7.98,233.1
23-06-2004,05:39:04,0.00,1.262,1.453,1.017,0.577,2.46,55.75,-5.5,1.2,2.41,10.76,247.1
23-06-2004,07:39:04,0.00,1.262,1.453,0.989,0.577,1.60,49.25,-7.9,1.2,3.53,12.43,247.1
23-06-2004,09:39:04,0.00,1.262,1.453,0.989,0.577,2.46,47.75,-7.5,188.7,0.19,14.84,248.5
23-06-2004,11:39:04,0.00,1.262,1.453,0.989,0.577,2.46,49.25,-7.1,483.7,5.01,14.10,248.5
23-06-2004,13:39:04,0.00,1.262,1.453,0.989,0.605,-0.16,93.75,-1.0,1051.2,4.82,14.66,254.1
23-06-2004,15:39:04,0.00,1.262,1.453,0.989,0.605,-0.61,100.00,-0.6,531.2,2.23,16.51,254.1
23-06-2004,17:39:04,0.00,1.262,1.453,1.017,0.577,-1.06,100.00,-1.1,73.7,2.41,17.63,258.3
23-06-2004,19:39:04,0.00,1.262,1.453,1.017,0.577,-1.06,100.00,-1.1,1.2,4.27,20.41,259.7
23-06-2004,21:39:04,0.25,1.262,1.453,1.017,0.577,-0.61,100.00,-0.6,1.2,3.53,24.12,262.5
23-06-2004,23:39:04,0.00,1.262,1.453,1.017,0.577,-0.61,100.00,-0.6,1.2,0.19,23.01,251.3
24-06-2004,01:39:04,0.00,1.262,1.453,1.017,0.605,-0.16,100.00,-0.2,1.2,4.08,21.52,240.1
24-06-2004,03:39:04,0.51,1.262,1.453,1.017,0.605,-0.16,100.00,-0.2,1.2,4.45,21.89,234.5
24-06-2004,05:39:04,0.00,1.262,1.453,1.017,0.605,-0.61,100.00,-0.6,1.2,2.04,20.78,237.3
24-06-2004,07:39:04,0.00,1.262,1.453,1.017,0.605,-0.61,100.00,-0.6,1.2,3.53,14.84,245.7
24-06-2004,09:39:04,0.00,1.262,1.453,1.044,0.605,-0.61,100.00,-0.6,156.2,3.15,13.36,245.7
24-06-2004,11:39:04,0.00,1.262,1.453,1.044,0.605,-0.61,100.00,-0.6,401.2,3.15,13.73,235.9
24-06-2004,13:39:04,1.02,1.262,1.453,1.044,0.632,-0.16,100.00,-0.2,518.7,2.60,15.96,238.7
24-06-2004,15:39:04,1.78,1.289,1.453,1.044,0.632,-0.16,100.00,-0.2,268.7,1.86,19.11,230.2
24-06-2004,17:39:04,0.51,1.289,1.453,1.044,0.605,-0.16,100.00,-0.2,43.7,1.30,19.11,230.2
24-06-2004,19:39:04,0.00,1.289,1.453,1.044,0.605,-0.16,100.00,-0.2,1.2,0.56,16.88,233.1
24-06-2004,21:39:04,0.00,1.289,1.453,1.044,0.605,-0.16,100.00,-0.2,1.2,0.19,15.03,240.1
24-06-2004,23:39:04,0.00,1.289,1.453,1.044,0.605,-1.51,100.00,-1.5,1.2,0.19,15.03,238.7
25-06-2004,01:39:04,0.00,1.289,1.453,1.071,0.605,-1.97,100.00,-2.0,1.2,4.27,14.66,241.5
25-06-2004,03:39:04,0.00,1.289,1.453,1.071,0.632,-2.44,100.00,-2.4,1.2,4.64,16.88,241.5
25-06-2004,05:39:04,0.25,1.289,1.453,1.071,0.632,-2.90,100.00,-2.9,1.2,0.37,18.18,240.1
25-06-2004,07:39:04,0.00,1.317,1.480,1.071,0.632,-2.44,100.00,-2.4,1.2,0.74,16.88,238.7
25-06-2004,09:39:04,0.00,1.317,1.480,1.071,0.632,-1.97,100.00,-2.0,166.2,4.27,17.07,247.1
25-06-2004,11:39:04,0.00,1.317,1.480,1.099,0.632,-1.51,100.00,-1.5,373.7,5.01,16.88,259.7
25-06-2004,13:39:04,0.00,1.317,1.480,1.099,0.632,-1.97,100.00,-2.0,338.7,2.04,15.40,252.7
25-06-2004,15:39:04,0.00,1.317,1.480,1.099,0.632,-2.90,100.00,-2.9,236.2,4.45,11.87,249.9
25-06-2004,17:39:04,0.00,1.317,1.480,1.099,0.632,-2.90,100.00,-2.9,58.7,4.64,8.91,249.9
